Distrito;Serviço;Quantidade;Porcentagem
PONTE RASA;Sugerir instalação de mobiliário (mesas, bancos, brinquedos, equipamentos de ginástica) em áreas públicas e praças;8;0.10749798441279225
PONTE RASA;Árvore em área interna ? Solicitar autorização para remoção de árvore com apresentação de laudo;8;0.10749798441279225
PONTE RASA;Manutenção de placa com nome de rua;8;0.10749798441279225
PONTE RASA;Semáforo de veículos e pedestres - Sugerir ajuste de tempo;8;0.10749798441279225
PONTE RASA;Árvore em área interna - Solicitar avaliação da Prefeitura;7;0.09406073636119323
PONTE RASA;Tapa-buraco em faixa exclusiva ou corredor de ônibus;7;0.09406073636119323
PONTE RASA;Solicitar fiscalização de ambulantes;7;0.09406073636119323
PONTE RASA;Morcegos - Reclamar sobre local com morcegos;7;0.09406073636119323
PONTE RASA;Instalação de contêiner para coleta de lixo domiciliar;7;0.09406073636119323
PONTE RASA;Remoção de contêiner para coleta de lixo domiciliar;7;0.09406073636119323
PONTE RASA;[Solicitado pela Defesa Civil - uso interno] Apoio a órgãos públicos;7;0.09406073636119323
PONTE RASA;Reclamações sobre coleta seletiva;6;0.08062348830959419
PONTE RASA;Incêndio;6;0.08062348830959419
PONTE RASA;Autos de Infração - Fale com a Fazenda;6;0.08062348830959419
PONTE RASA;Ônibus ? Solicitar implantação de ponto ou abrigo;6;0.08062348830959419
PONTE RASA;Ônibus - Manutenção do veículo em geral;6;0.08062348830959419
PONTE RASA;Denunciar terreno com muro danificado/inexistente;6;0.08062348830959419
PONTE RASA;Solicitar certidão de demolição de imóveis;6;0.08062348830959419
PONTE RASA;Guias e Postes - Solicitar pintura;6;0.08062348830959419
PONTE RASA;Guias para travessia de pedestres - Solicitar rebaixamento;6;0.08062348830959419
PONTE RASA;Solicitar plantio de árvores em passeio público ou calçada;5;0.06718624025799516
PONTE RASA;SPTrans - Sugerir melhorias para o sistema de transporte público por ônibus;5;0.06718624025799516
PONTE RASA;Denúncia de despejo irregular de esgoto ou outros poluentes de águas dentro dos limites do município;5;0.06718624025799516
PONTE RASA;Ônibus - Solicitar reparo de problemas mecânicos;5;0.06718624025799516
PONTE RASA;Reclamações sobre coleta de resíduos de serviços de saúde;5;0.06718624025799516
PONTE RASA;Desabamento;5;0.06718624025799516
PONTE RASA;Denunciar loteamento irregular ou clandestino;5;0.06718624025799516
PONTE RASA;Denúncia de má conduta dos funcionários (motoristas /coletores);5;0.06718624025799516
PONTE RASA;Reclamar sobre coleta de lixo domiciliar;5;0.06718624025799516
PONTE RASA;Ônibus - Elogiar o(a) motorista, cobrador(a) ou fiscal;5;0.06718624025799516
PONTE RASA;Programa Bolsa Família ? Denunciar cadastramento/recebimento de benefício indevido;5;0.06718624025799516
PONTE RASA;Ônibus - Reclamar de veículo com superlotação;5;0.06718624025799516
PONTE RASA;Cães e gatos invasores de instituições públicas - Solicitar avaliação;4;0.053748992206396125
PONTE RASA;Circulação de caminhões - Solicitar avaliação;4;0.053748992206396125
PONTE RASA;Risco de deslizamento;4;0.053748992206396125
PONTE RASA;[Solicitado pela Defesa Civil ? uso interno]  Vistoria em área de risco;4;0.053748992206396125
PONTE RASA;Feira Livre - Fazer reclamação sobre falta de limpeza da rua;4;0.053748992206396125
PONTE RASA;Invasão;4;0.053748992206396125
PONTE RASA;Poluição do ar - Denunciar fumaça, fuligem, poeira e outras partículas;4;0.053748992206396125
PONTE RASA;Denunciar invasão de áreas municipais;4;0.053748992206396125
PONTE RASA;Altas Temperaturas - Solicitar Atendimento Social;4;0.053748992206396125
PONTE RASA;Instalação de placa com nome de rua;3;0.040311744154797095
PONTE RASA;Denunciar material de construção depositado em vias públicas;3;0.040311744154797095
PONTE RASA;Denunciar fechamento de ruas e vilas;3;0.040311744154797095
PONTE RASA;Perturbação do sossego;3;0.040311744154797095
PONTE RASA;Vistoria e reparo de pontes e viadutos;3;0.040311744154797095
PONTE RASA;Ônibus - Reparar catraca eletrônica, validador ou terminal de recarga com falha;3;0.040311744154797095
PONTE RASA;Descarte de entulho em flagrante;3;0.040311744154797095
PONTE RASA;Ônibus - Denunciar alteração de itinerário ou ponto inicial/final;3;0.040311744154797095
PONTE RASA;Denúncia de grande gerador de resíduos colocando lixo na coleta normal;3;0.040311744154797095
PONTE RASA;Parques ? Reclamar sobre manutenção e limpeza;3;0.040311744154797095
PONTE RASA;Guia rebaixada - solicitar fiscalização de rebaixamento irregular;3;0.040311744154797095
PONTE RASA;Denunciar violência contra mulher;3;0.040311744154797095
PONTE RASA;Crimes contra o meio ambiente;3;0.040311744154797095
PONTE RASA;Uniforme escolar - Avisar sobre problemas na compra dos uniformes;3;0.040311744154797095
PONTE RASA;Denunciar caçamba irregular de entulho de construção;3;0.040311744154797095
PONTE RASA;Ocorrências com Drogas;3;0.040311744154797095
PONTE RASA;Inundação;2;0.026874496103198062
PONTE RASA;Agressão;2;0.026874496103198062
PONTE RASA;Sugerir criação e ampliação de estacionamento de veículos em vias públicas;2;0.026874496103198062
PONTE RASA;Árvore em área interna - Comunicar remoção ou poda emergencial à Prefeitura;2;0.026874496103198062
PONTE RASA;Denúncia de edificação não adaptada às normas de segurança;2;0.026874496103198062
PONTE RASA;Bilhete Único - Reclamar sobre atendimento em postos de recarga;2;0.026874496103198062
PONTE RASA;Alagamento;2;0.026874496103198062
PONTE RASA;Sugerir obras de drenagem em córregos;2;0.026874496103198062
PONTE RASA;Olho Vivo - Reclamações;2;0.026874496103198062
PONTE RASA;Microdrenagem;2;0.026874496103198062
PONTE RASA;Bilhete Único - Relatar erro de cobrança em integração (ônibus e mêtro/trem);2;0.026874496103198062
PONTE RASA;Roubo ou tentativa de roubo;2;0.026874496103198062
PONTE RASA;Ameaça;2;0.026874496103198062
PONTE RASA;Denunciar negligência e abandono de criança ou adolescente;2;0.026874496103198062
PONTE RASA;Sugerir criação e ampliação de vagas para Idoso/Defis em vias públicas;2;0.026874496103198062
PONTE RASA;Solicitar vistoria e reparo de pontes e viadutos;2;0.026874496103198062
PONTE RASA;Dano ao patrimônio;2;0.026874496103198062
PONTE RASA;Pichação;2;0.026874496103198062
PONTE RASA;Animais silvestres feridos ? Solicitar atendimento veterinário;2;0.026874496103198062
PONTE RASA;Rompimento de galeria de águas pluviais;1;0.013437248051599031
PONTE RASA;Ocorrência médica com pessoa;1;0.013437248051599031
PONTE RASA;Bilhete Único Estudante ou Professor ? Alteração de tipo de crédito adquirido;1;0.013437248051599031
PONTE RASA;Denunciar reserva irregular de vaga;1;0.013437248051599031
PONTE RASA;Ônibus - Solicitar estudo para alteração de itinerário ou ponto inicial/final;1;0.013437248051599031
PONTE RASA;Bilhete Único - Solicitar instalação de pontos de venda e recarga;1;0.013437248051599031
PONTE RASA;Maria da Penha;1;0.013437248051599031
PONTE RASA;Ônibus - Solicitar criação de partida em uma linha;1;0.013437248051599031
PONTE RASA;Denunciar cheiro forte causando incômodo;1;0.013437248051599031
PONTE RASA;Transporte Escolar - Denúncia de conduta ou postura do condutor;1;0.013437248051599031
PONTE RASA;Furto ou tentativa de furto;1;0.013437248051599031
PONTE RASA;Denúncia de irregularidade em locais com lotação superior a 250 pessoas;1;0.013437248051599031
PONTE RASA;Reparo e manutenção de relógios de rua;1;0.013437248051599031
PONTE RASA;Suicídio ou Tentativa de Suicídio;1;0.013437248051599031
PONTE RASA;Ocorrência com pessoa desprotegida;1;0.013437248051599031
PONTE RASA;Denunciar violação de direitos humanos da população em situação de rua;1;0.013437248051599031
PONTE RASA;Denúncia de ocupação irregular de área verde localizada em área privada dentro do município;1;0.013437248051599031
PONTE RASA;Funcionários da CET - Fazer elogio;1;0.013437248051599031
PONTE RASA;Deslizamento;1;0.013437248051599031
PONTE RASA;Transporte Escolar Gratuito - Denúncia de conduta ou postura do condutor;1;0.013437248051599031
PONTE RASA;Ausência de coleta do contêiner para coleta seletiva;1;0.013437248051599031
PONTE RASA;Coleta seletiva - Solicitar manutenção de contêiner;1;0.013437248051599031
PONTE RASA;Faixas e corredores de ônibus - Solicitar implantação;1;0.013437248051599031
PONTE RASA;ATENDE+ - Reclamar de conduta de motorista;1;0.013437248051599031
PONTE RASA;Ônibus  ? Solicitar reinstalação de ponto ou abrigo;1;0.013437248051599031
PONTE RASA;Ponto de ônibus ? Solicitar reinstalação e/ou substituição de modelo antigo (madeira ou tubo) por modelo novo (totem metálico);1;0.013437248051599031
PONTE RASA;Ônibus ? Solicitar criação ou reativação de linha;1;0.013437248051599031
PONTE RASA;WiFi Livre SP - Reclamar sobre problemas na conexão;1;0.013437248051599031
PONTE RASA;Reclamação de filas e tumulto em terminais de ônibus;1;0.013437248051599031
PONTE RASA;Solicitar instalação de contêiner para coleta seletiva;1;0.013437248051599031
PONTE RASA;Ciclovias, ciclofaixas e ciclorrotas - solicitar manutenção da sinalização e pintura;1;0.013437248051599031
PONTE RASA;WiFi Livre SP - Sugerir local para instalação;1;0.013437248051599031
PONTE RASA;Ciclovias, ciclofaixas e ciclorrotas - Solicitar avaliação da infraestrutura;1;0.013437248051599031
PONTE RASA;Produtos perigosos;1;0.013437248051599031
PONTE RASA;Denúncia de represamento ou aterramento de rio ou córrego;1;0.013437248051599031
PONTE RASA;Destelhamento;1;0.013437248051599031
PONTE RASA;Denunciar estabelecimento gerador de resíduos de saúde não cadastrado;1;0.013437248051599031
PONTE RASA;Comércio irregular;1;0.013437248051599031
SAO DOMINGOS;Tapa-buraco;2563;27.257258321812188
SAO DOMINGOS;Árvore ? Solicitar avaliação em calçadas e praças para fins de poda ou remoção;880;9.358715303626502
SAO DOMINGOS;Entulho e grandes objetos em via pública - solicitar remoção;600;6.380942252472615
SAO DOMINGOS;Guias, sarjetas e sarjetões - solicitar manutenção;446;4.743167074337977
SAO DOMINGOS;Guias e sarjetas - Solicitar capinação;325;3.4563437200893334
SAO DOMINGOS;Praça e canteiro central - solicitar roçada;311;3.3074550675316385
SAO DOMINGOS;Reclamação;293;3.1160267999574605
SAO DOMINGOS;Reclamação de poluição sonora - PSIU;291;3.094756992449218
SAO DOMINGOS;Denunciar condições inadequadas de criação;261;2.7757098798255875
SAO DOMINGOS;Solicitar remoção de veículo/carcaça abandonado na via pública;225;2.3928533446772304
SAO DOMINGOS;Solicitar limpeza de bueiros, boca de lobo e poços de visita;222;2.3609486334148677
SAO DOMINGOS;Baixas temperaturas ? Solicitar atendimento social;177;1.8823779644794214
SAO DOMINGOS;Fazer reclamação de falta de varrição;160;1.701584600659364
SAO DOMINGOS;Reformar galerias de águas de chuvas (pluviais);156;1.65904498564288
SAO DOMINGOS;Denunciar falta de limpeza de terrenos e imóveis particulares;105;1.1166648941827075
SAO DOMINGOS;Solicitar fiscalização de obra e reforma em imóvel particular;95;1.0103158566414974
SAO DOMINGOS;Ocorrências com animais silvestres;88;0.9358715303626503
SAO DOMINGOS;Ônibus - Reclamar de intervalo excessivo da linha;78;0.82952249282144
SAO DOMINGOS;Lixeiras públicas - solicitar instalação, manutenção ou limpeza;68;0.7231734552802297
SAO DOMINGOS;Comércio, serviço e indústria - solicitar fiscalização de funcionamento;60;0.6380942252472616
SAO DOMINGOS;Drenagem de água da chuva - Bueiros e bocas de lobo;57;0.6061895139848984
SAO DOMINGOS;Abelhas e Vespas - Solicitar vistoria em ninhos;55;0.5849197064766564
SAO DOMINGOS;Ratos - Solicitar vistoria em local infestado;52;0.5530149952142933
SAO DOMINGOS;Escorpião - Solicitar vistoria de local com escorpiões;50;0.5317451877060513
SAO DOMINGOS;Instalação e remoção de lixeira;46;0.48920557268956716
SAO DOMINGOS;Intensificar fiscalização de veículos estacionados/parados irregularmente;44;0.4679357651813251
SAO DOMINGOS;Denunciar descarte irregular de entulho e outros resíduos em área pública;43;0.4573008614272041
SAO DOMINGOS;Solicitar limpeza da via pública após enchentes ou eventos;43;0.4573008614272041
SAO DOMINGOS;Queda de árvore;42;0.44666595767308304
SAO DOMINGOS;Risco iminente de queda de árvore;40;0.425396150164841
SAO DOMINGOS;Calçada pública - solicitar manutenção;39;0.41476124641072
SAO DOMINGOS;Cata Bagulho - Fazer reclamação de não retirada de material;38;0.40412634265659897
SAO DOMINGOS;Árvore - denunciar poda ou remoção não autorizada;37;0.39349143890247795
SAO DOMINGOS;Solicitar lavagem de calçadões e locais públicos;37;0.39349143890247795
SAO DOMINGOS;Queda de galho;36;0.38285653514835694
SAO DOMINGOS;Reclamação Anônima (Uso exclusivo da Ouvidoria);36;0.38285653514835694
SAO DOMINGOS;Ônibus ? Denunciar motorista, cobrador ou fiscal por atitude inadequada;35;0.37222163139423586
SAO DOMINGOS;Sinalização horizontal apagada (pintura de solo) ? Solicitar repintura;35;0.37222163139423586
SAO DOMINGOS;Solicitar remoção de animal morto em via pública;34;0.36158672764011485
SAO DOMINGOS;[Solicitado pela Defesa Civil ? uso interno]  Vistoria em área de risco;32;0.3403169201318728
SAO DOMINGOS;Acessibilidade - solicitar avaliação de obstáculo na calçada;32;0.3403169201318728
SAO DOMINGOS;Calçada particular - denunciar calçada danificada ou inexistente;31;0.3296820163777518
SAO DOMINGOS;Devoluções e Restituições ? Fale com a Fazenda;31;0.3296820163777518
SAO DOMINGOS;Outras ocorrências em escolas;30;0.3190471126236308
SAO DOMINGOS;Córrego - solicitar limpeza;29;0.3084122088695097
SAO DOMINGOS;Circulação e acesso de veículos e pessoas - Solicitar avaliação;29;0.3084122088695097
SAO DOMINGOS;Apoio a agente público;29;0.3084122088695097
SAO DOMINGOS;Pessoa em situação de rua ? Solicitar atendimento social;27;0.2871424013612677
SAO DOMINGOS;Castrar cães e gatos gratuitamente;27;0.2871424013612677
SAO DOMINGOS;Foco de dengue - Solicitar vistoria de local com água parada;27;0.2871424013612677
SAO DOMINGOS;Lixo domiciliar ? Denunciar colocação de lixo fora do horário de coleta;26;0.27650749760714666
SAO DOMINGOS;Árvore em área interna ? Solicitar autorização para remoção de árvore com apresentação de laudo;25;0.26587259385302564
SAO DOMINGOS;Ponto de ônibus ? Solicitar manutenção, conserto e/ou limpeza de equipamento existente;25;0.26587259385302564
SAO DOMINGOS;Água limpa e parada ? Solicitar vistoria de local com acúmulo;23;0.24460278634478358
SAO DOMINGOS;Pernilongo/Mosquito - Solicitar vistoria em local infestado;23;0.24460278634478358
SAO DOMINGOS;Ônibus - Denunciar motorista por não atender ao sinal de embarque e desembarque;21;0.22333297883654152
SAO DOMINGOS;Parques ? Reclamar sobre manutenção e limpeza;21;0.22333297883654152
SAO DOMINGOS;Risco de desabamento;19;0.20206317132829948
SAO DOMINGOS;Denunciar invasão de áreas municipais;19;0.20206317132829948
SAO DOMINGOS;Semáforo de veículos e pedestres - Sugerir ajuste de tempo;18;0.19142826757417847
SAO DOMINGOS;Bilhete Único - Relatar falha na recarga;17;0.18079336382005742
SAO DOMINGOS;Animal de grande porte solto - Solicitar remoção;17;0.18079336382005742
SAO DOMINGOS;Praças - sugerir reforma e revitalização;17;0.18079336382005742
SAO DOMINGOS;Árvore em área interna - Comunicar poda à Prefeitura;16;0.1701584600659364
SAO DOMINGOS;Manutenção de placas de trânsito;16;0.1701584600659364
SAO DOMINGOS;Reclamações sobre coleta de lixo domiciliar;15;0.1595235563118154
SAO DOMINGOS;Rachadura de Edificação;14;0.14888865255769435
SAO DOMINGOS;Vielas e escadarias - solicitar manutenção;14;0.14888865255769435
SAO DOMINGOS;Ônibus ? Solicitar mudança de ponto ou abrigo;14;0.14888865255769435
SAO DOMINGOS;Avisar sobre animal agressor em vias públicas;13;0.13825374880357333
SAO DOMINGOS;Denunciar reserva irregular de vaga;12;0.1276188450494523
SAO DOMINGOS;Ônibus - Reclamar de descumprimento de partida no ponto inicial/final;12;0.1276188450494523
SAO DOMINGOS;Circulação de caminhões - Solicitar avaliação;12;0.1276188450494523
SAO DOMINGOS;Intensificar fiscalização de veículos em movimento;12;0.1276188450494523
SAO DOMINGOS;Denunciar terreno com muro danificado/inexistente;11;0.11698394129533128
SAO DOMINGOS;Ônibus ? Solicitar implantação de ponto ou abrigo;11;0.11698394129533128
SAO DOMINGOS;Denunciar loteamento irregular ou clandestino;11;0.11698394129533128
SAO DOMINGOS;Invasão;11;0.11698394129533128
SAO DOMINGOS;Manutenção de placa com nome de rua;10;0.10634903754121025
SAO DOMINGOS;Pombos - Solicitar vistoria em local infestado;10;0.10634903754121025
SAO DOMINGOS;Tapa-buraco em faixa exclusiva ou corredor de ônibus;10;0.10634903754121025
SAO DOMINGOS;Denúncia de despejo irregular de esgoto ou outros poluentes de águas dentro dos limites do município;10;0.10634903754121025
SAO DOMINGOS;Solicitar fiscalização de estabelecimento com venda de bebida alcoólica entre 1h e 5h da manhã;9;0.09571413378708923
SAO DOMINGOS;Travessia de pedestres - Solicitar avaliação;9;0.09571413378708923
SAO DOMINGOS;Sacos de varrição - Fazer reclamação de falta de remoção;9;0.09571413378708923
SAO DOMINGOS;Sugerir instalação de mobiliário (mesas, bancos, brinquedos, equipamentos de ginástica) em áreas públicas e praças;9;0.09571413378708923
SAO DOMINGOS;Denunciar fechamento de ruas e vilas;9;0.09571413378708923
SAO DOMINGOS;Programa Bolsa Família ? Denunciar cadastramento/recebimento de benefício indevido;9;0.09571413378708923
SAO DOMINGOS;Guias para travessia de pedestres - Solicitar rebaixamento;8;0.0850792300329682
SAO DOMINGOS;Solicitar fiscalização de ambulantes;8;0.0850792300329682
SAO DOMINGOS;Sugerir obras de drenagem em córregos;8;0.0850792300329682
SAO DOMINGOS;SPTrans - Sugerir melhorias para o sistema de transporte público por ônibus;8;0.0850792300329682
SAO DOMINGOS;Solicitar vistoria e reparo de pontes e viadutos;8;0.0850792300329682
SAO DOMINGOS;Morcegos - Reclamar sobre local com morcegos;7;0.07444432627884717
SAO DOMINGOS;Guias e Postes - Solicitar pintura;7;0.07444432627884717
SAO DOMINGOS;Instalação de contêiner para coleta de lixo domiciliar;7;0.07444432627884717
SAO DOMINGOS;Reclamar sobre eventos na via;7;0.07444432627884717
SAO DOMINGOS;Denunciar caçamba irregular de entulho de construção;6;0.06380942252472616
SAO DOMINGOS;Reclamações sobre coleta de resíduos de serviços de saúde;6;0.06380942252472616
SAO DOMINGOS;Crimes contra o meio ambiente;6;0.06380942252472616
SAO DOMINGOS;Perturbação do sossego;6;0.06380942252472616
SAO DOMINGOS;Incêndio;6;0.06380942252472616
SAO DOMINGOS;Poluição do ar - Denunciar fumaça, fuligem, poeira e outras partículas;6;0.06380942252472616
SAO DOMINGOS;Instalação de placa com nome de rua;5;0.053174518770605125
SAO DOMINGOS;Animais silvestres feridos ? Solicitar atendimento veterinário;5;0.053174518770605125
SAO DOMINGOS;Ônibus - Solicitar estudo para alteração de itinerário ou ponto inicial/final;5;0.053174518770605125
SAO DOMINGOS;Sugerir construção de calçadas em áreas públicas e praças;5;0.053174518770605125
SAO DOMINGOS;Praças - Solicitar manutenção de equipamentos (mesas, bancos, brinquedos e equipamentos de ginástica);5;0.053174518770605125
SAO DOMINGOS;Ponto de ônibus ? Solicitar reinstalação e/ou substituição de modelo antigo (madeira ou tubo) por modelo novo (totem metálico);4;0.0425396150164841
SAO DOMINGOS;Solicitar fiscalização de feira livre;4;0.0425396150164841
SAO DOMINGOS;Ocorrências com Drogas;4;0.0425396150164841
SAO DOMINGOS;Denunciar janela ou abertura a menos de 1,50m do vizinho;4;0.0425396150164841
SAO DOMINGOS;Denúncia de edificação não adaptada às normas de segurança;4;0.0425396150164841
SAO DOMINGOS;Solicitar certidão de auto de multa de imóvel;4;0.0425396150164841
SAO DOMINGOS;Bilhete Único - Relatar erro de cobrança em integração (ônibus e metrô/trem);4;0.0425396150164841
SAO DOMINGOS;Reclamar sobre coleta de lixo domiciliar;4;0.0425396150164841
SAO DOMINGOS;Cães e gatos invasores de instituições públicas - Solicitar avaliação;4;0.0425396150164841
SAO DOMINGOS;Obra de arte (danificada);4;0.0425396150164841
SAO DOMINGOS;Erosão;3;0.03190471126236308
SAO DOMINGOS;Estações de bicicletas compartilhadas - Sugerir instalação de nova estação;3;0.03190471126236308
SAO DOMINGOS;Árvore em área interna - Comunicar remoção ou poda emergencial à Prefeitura;3;0.03190471126236308
SAO DOMINGOS;Risco de deslizamento;3;0.03190471126236308
SAO DOMINGOS;Solicitar fiscalização de estacionamentos particulares;3;0.03190471126236308
SAO DOMINGOS;Ônibus - Manutenção do veículo em geral;3;0.03190471126236308
SAO DOMINGOS;Deslizamento;3;0.03190471126236308
SAO DOMINGOS;Ônibus - Denunciar motorista por direção perigosa;3;0.03190471126236308
SAO DOMINGOS;Avaliação de animal em sofrimento sem proprietário para eutanásia (morte sem dor);3;0.03190471126236308
SAO DOMINGOS;Publicidade - solicitar fiscalização de publicidade irregular;3;0.03190471126236308
SAO DOMINGOS;Denunciar negligência e abandono de pessoa idosa;3;0.03190471126236308
SAO DOMINGOS;Ônibus  ? Solicitar reinstalação de ponto ou abrigo;3;0.03190471126236308
SAO DOMINGOS;Vaga de estacionamento na via - solicitar análise de proibição;3;0.03190471126236308
SAO DOMINGOS;Autos de Infração - Fale com a Fazenda;3;0.03190471126236308
SAO DOMINGOS;Denunciar cheiro forte causando incômodo;3;0.03190471126236308
SAO DOMINGOS;Ônibus - Reclamar de motorista por atraso na partida;3;0.03190471126236308
SAO DOMINGOS;Atitude Suspeita;3;0.03190471126236308
SAO DOMINGOS;Descarte de entulho em flagrante;3;0.03190471126236308
SAO DOMINGOS;Ciclovias, ciclofaixas e ciclorrotas - Sugerir implantação;3;0.03190471126236308
SAO DOMINGOS;Altas Temperaturas - Solicitar Atendimento Social;3;0.03190471126236308
SAO DOMINGOS;Denunciar violência e maus tratos de criança ou adolescente;2;0.02126980750824205
SAO DOMINGOS;Ônibus - Reclamar de falta de comunicado sobre alterações na linha;2;0.02126980750824205
SAO DOMINGOS;Solicitar certidão de numeração e denominação de imóveis;2;0.02126980750824205
SAO DOMINGOS;Solicitação de policiamento;2;0.02126980750824205
SAO DOMINGOS;Ônibus - Denunciar alteração de itinerário ou ponto inicial/final;2;0.02126980750824205
SAO DOMINGOS;Feira Livre - Fazer reclamação sobre falta de limpeza da rua;2;0.02126980750824205
SAO DOMINGOS;Selo de identificação de estabelecimento gerador de resíduos de saúde ? 1ª e 2ª via;2;0.02126980750824205
SAO DOMINGOS;Denúncia de má conduta dos funcionários (motoristas /coletores);2;0.02126980750824205
SAO DOMINGOS;Uniforme escolar - Avisar sobre problemas na compra dos uniformes;2;0.02126980750824205
SAO DOMINGOS;Vistoria e reparo de pontes e viadutos;2;0.02126980750824205
SAO DOMINGOS;Agressão;2;0.02126980750824205
SAO DOMINGOS;Árvore em área interna - Solicitar avaliação da Prefeitura;2;0.02126980750824205
SAO DOMINGOS;Ameaça;2;0.02126980750824205
SAO DOMINGOS;Furto ou tentativa de furto;2;0.02126980750824205
SAO DOMINGOS;Desabamento;2;0.02126980750824205
SAO DOMINGOS;Denunciar material de construção depositado em vias públicas;2;0.02126980750824205
SAO DOMINGOS;Denunciar violência contra mulher;2;0.02126980750824205
SAO DOMINGOS;[Solicitado pela Defesa Civil - uso interno] Apoio a órgãos públicos;2;0.02126980750824205
SAO DOMINGOS;Reclamações sobre coleta seletiva;2;0.02126980750824205
SAO DOMINGOS;Fazer reclamação de falta de lavagem de calçadões;2;0.02126980750824205
SAO DOMINGOS;Produtos perigosos;2;0.02126980750824205
SAO DOMINGOS;Denúncia de irregularidade em locais com lotação superior a 250 pessoas;2;0.02126980750824205
SAO DOMINGOS;Denunciar estabelecimento gerador de resíduos de saúde não cadastrado;2;0.02126980750824205
SAO DOMINGOS;Inundação;1;0.010634903754121025
SAO DOMINGOS;Ciclovias, ciclofaixas e ciclorrotas - solicitar manutenção da sinalização e pintura;1;0.010634903754121025
SAO DOMINGOS;Faixas e corredores de ônibus - Solicitar implantação;1;0.010634903754121025
SAO DOMINGOS;Reparo e manutenção de relógios de rua;1;0.010634903754121025
SAO DOMINGOS;Soterramento;1;0.010634903754121025
SAO DOMINGOS;Remoção de contêiner para coleta de lixo domiciliar;1;0.010634903754121025
SAO DOMINGOS;Veículo abandonado em próprio municipal;1;0.010634903754121025
SAO DOMINGOS;Propaganda irregular - solicitar remoção;1;0.010634903754121025
SAO DOMINGOS;Ônibus ? Solicitar criação ou reativação de linha;1;0.010634903754121025
SAO DOMINGOS;Ônibus - Solicitar criação de partida em uma linha;1;0.010634903754121025
SAO DOMINGOS;Ônibus - Reclamar de veículo com superlotação;1;0.010634903754121025
SAO DOMINGOS;Solicitar limpeza e manutenção de monumentos públicos;1;0.010634903754121025
SAO DOMINGOS;Denúncia de má conduta dos funcionários de limpeza;1;0.010634903754121025
SAO DOMINGOS;Alagamento;1;0.010634903754121025
SAO DOMINGOS;Parques ? Denunciar uso inadequado;1;0.010634903754121025
SAO DOMINGOS;Ônibus - Reparar catraca eletrônica, validador ou terminal de recarga com falha;1;0.010634903754121025
SAO DOMINGOS;Transporte Escolar - Denúncia ou reclamação de irregularidades ou problemas no transporte;1;0.010634903754121025
SAO DOMINGOS;Instalação de contêiner para coleta seletiva;1;0.010634903754121025
SAO DOMINGOS;Denúncia de estabelecimento gerador de resíduos de saúde não cadastrado;1;0.010634903754121025
SAO DOMINGOS;Solicitar instalação de contêiner para coleta seletiva;1;0.010634903754121025
SAO DOMINGOS;Denúncia de grande gerador de resíduos colocando lixo na coleta normal;1;0.010634903754121025
SAO DOMINGOS;Alarme disparado;1;0.010634903754121025
SAO DOMINGOS;Guia rebaixada - solicitar fiscalização de rebaixamento irregular;1;0.010634903754121025
SAO DOMINGOS;Fornecimento de mudas de árvores ao cidadão - Viveiro Manequinho Lopes;1;0.010634903754121025
SAO DOMINGOS;Transporte Escolar Gratuito - Denúncia de irregularidade no transporte escolar;1;0.010634903754121025
SAO DOMINGOS;Comércio irregular;1;0.010634903754121025
SAO DOMINGOS;Solicitar fiscalização de ausência de vagas reservadas em estabelecimento comercial;1;0.010634903754121025
SAO DOMINGOS;Leve Leite - Denúncia de venda ou desvio de leite;1;0.010634903754121025
SAO DOMINGOS;Ônibus - Elogiar o(a) motorista, cobrador(a) ou fiscal;1;0.010634903754121025
SAO DOMINGOS;Ônibus - Solicitar reparo de problemas mecânicos;1;0.010634903754121025
SAO DOMINGOS;Solicitar plantio de árvores em passeio público ou calçada;1;0.010634903754121025
SAO DOMINGOS;Ciclofaixas de lazer - Solicitar avaliação;1;0.010634903754121025
SAO DOMINGOS;Maria da Penha;1;0.010634903754121025
SAO DOMINGOS;Olho Vivo - Reclamações;1;0.010634903754121025
SAO DOMINGOS;Recolocação e ajuste de paralelepípedo;1;0.010634903754121025
SAO DOMINGOS;Roubo ou tentativa de roubo;1;0.010634903754121025
SAO DOMINGOS;Denunciar violação de direitos humanos da população em situação de rua;1;0.010634903754121025
SAO DOMINGOS;Denunciar negligência e abandono de criança ou adolescente;1;0.010634903754121025
SAO DOMINGOS;Reclamação de filas e tumulto em terminais de ônibus;1;0.010634903754121025
SAO DOMINGOS;Destelhamento;1;0.010634903754121025
SAO DOMINGOS;Denúncia de colocação de lixo reciclável fora do horário de coleta;1;0.010634903754121025
SAO DOMINGOS;Taxi / Aplicativos - Denúncia de conduta ou postura do condutor;1;0.010634903754121025
CACHOEIRINHA;Tapa-buraco;1670;16.792357968828554
CACHOEIRINHA;Entulho e grandes objetos em via pública - solicitar remoção;1439;14.469582704876824
CACHOEIRINHA;Guias, sarjetas e sarjetões - solicitar manutenção;550;5.530417295123177
CACHOEIRINHA;Árvore ? Solicitar avaliação em calçadas e praças para fins de poda ou remoção;542;5.449974861739568
CACHOEIRINHA;Baixas temperaturas ? Solicitar atendimento social;501;5.037707390648567
CACHOEIRINHA;Solicitar remoção de veículo/carcaça abandonado na via pública;362;3.6400201106083463
CACHOEIRINHA;Solicitar limpeza de bueiros, boca de lobo e poços de visita;311;3.127199597787833
